BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE,SALE DATE
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6360,13,,A5,8665 15TH   AVENUE,,11228,1,0,1," 1,547 "," 1,428 ",1930,1,A5, -,5/25/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6361,11,,A5,71 BAY 10TH   STREET,,11228,1,0,1," 2,900 "," 1,660 ",1930,1,A5," 829,000 ",4/5/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6364,72,,A5,68 BAY 14TH STREET,,11214,1,0,1," 1,950 ", 972,1950,1,A5," 790,000 ",6/21/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6371,79,,A5,8668 19TH AVENUE,,11214,1,0,1," 2,223 "," 2,520 ",1930,1,A5," 788,000 ",3/31/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6373,73,,A1,50 BAY 23RD STREET,,11214,1,0,1," 2,417 "," 1,672 ",1930,1,A1," 750,000 ",12/17/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6394,5,,A5,160 BAY 10TH STREET,,11228,1,0,1," 2,469 "," 1,836 ",1940,1,A5," 920,000 ",2/4/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6401,7,,S1,1731 BATH AVENUE,,11214,1,1,2," 1,112 "," 1,520 ",1920,1,S1," 40,000 ",2/10/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6401,7,,S1,1731 BATH AVENUE,,11214,1,1,2," 1,112 "," 1,520 ",1920,1,S1, -,10/17/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6401,8,,S1,1729 BATH AVENUE,,11214,1,1,2," 1,112 "," 1,520 ",1920,1,S1, -,2/7/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6401,18,,A5,8739 BAY 16TH STREET,,11214,1,0,1," 2,417 "," 1,462 ",1925,1,A5," 839,000 ",7/11/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6401,19,,A5,8733 BAY 16TH   STREET,,11214,1,0,1," 2,417 "," 2,244 ",1925,1,A5," 854,000 ",2/10/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6402,25,,A5,115 BAY 17TH STREET,,11214,1,0,1," 1,611 ", 800,1910,1,A5, -,2/3/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6402,31,,A1,8716 18TH   AVENUE,,11214,1,0,1," 2,743 "," 2,756 ",1924,1,A1," 750,000 ",7/25/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6409,36,,A9,96 BAY 25TH STREET,,11214,1,0,1," 1,440 "," 1,281 ",1915,1,A9," 699,000 ",2/23/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6425,1,,S1,244 BAY 8TH STREET,,11228,1,1,2," 5,720 "," 5,152 ",1930,1,S1, -,11/2/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6425,15,,A5,231 BAY 7TH STREET,,11228,1,0,1," 2,191 "," 1,708 ",1935,1,A5," 699,000 ",5/13/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6426,10,,A2,239 BAY8TH STREET,,11228,1,0,1," 5,810 "," 1,575 ",1950,1,A2," 1,850,000 ",12/18/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6427,22,,A1,8801 15TH AVENUE,,11228,1,0,1," 3,577 "," 1,600 ",1920,1,A1," 1,050,000 ",3/22/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6429,8,,A5,239 BAY 11TH STREET,,11228,1,0,1," 1,800 "," 1,296 ",1935,1,A5," 738,000 ",3/22/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6429,57,,A5,8806 16TH AVENUE,,11214,1,0,1," 1,655 "," 1,156 ",1951,1,A5," 680,000 ",8/2/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6432,52,,S1,8804 17TH AVENUE,,11214,1,1,2," 3,394 "," 2,288 ",1920,1,S1," 1,192,000 ",12/7/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6442,131,,S1,2012 BATH AVENUE,,11214,1,1,2, 709," 1,178 ",1925,1,S1," 638,000 ",9/20/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6445,31,,S1,2108 BATH AVENUE,,11214,1,1,2, 998," 1,530 ",1905,1,S1," 880,000 ",8/1/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6445,130,,S1,2106 BATH AVENUE,,11214,1,1,2," 1,056 "," 1,530 ",1905,1,S1," 829,000 ",4/29/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6445,131,,S1,2110 BATH AVENUE,,11214,1,1,2, 978," 1,530 ",1905,1,S1," 880,000 ",4/15/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6447,29,,S1,2156 BATH AVENUE,,11214,1,1,2," 1,933 "," 2,201 ",1920,1,S1," 950,000 ",3/14/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6459,58,,A1,8886 15TH   AVENUE,,11228,1,0,1," 2,578 "," 1,496 ",1950,1,A1," 930,000 ",7/20/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6460,40,,A2,8855 15TH AVENUE,,11228,1,0,1," 7,747 "," 3,319 ",1945,1,A2, -,3/30/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6460,69,,A2,310 BAY 10TH STREET,,11228,1,0,1," 3,867 "," 1,399 ",1935,1,A2," 855,000 ",10/8/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6460,214,,A5,8870 16TH AVENUE,,11214,1,0,1," 1,760 ", 992,1950,1,A5," 620,000 ",11/2/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6460,242,,A5,1592 INDEPENDENCE AVENUE,,11228,1,0,1," 1,844 ", 992,1950,1,A5," 750,000 ",10/21/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6461,93,,A5,277 BAY 14 STREET,,11214,1,0,1," 1,795 "," 1,204 ",1930,1,A5," 762,000 ",11/20/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6461,141,,A5,1173 SHORE PARKWAY,,11214,1,0,1," 1,661 "," 1,392 ",1950,1,A5, -,3/22/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6461,141,,A5,1173 SHORE PARKWAY,,11214,1,0,1," 1,661 "," 1,392 ",1950,1,A5, -,3/22/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6461,318,,A5,312 BAY 13 STREET,,11214,1,0,1," 1,653 ", 928,1945,1,A5," 670,000 ",4/29/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6461,338,,A5,1127 SHORE PARKWAY,,11214,1,0,1," 1,775 "," 1,188 ",1940,1,A5, -,11/18/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6463,77,,A5,8894 18TH AVENUE,,11214,1,0,1," 1,361 ", 992,1950,1,A5, -,12/29/15
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6464,161,,A5,8878 19TH AVENUE,,11214,1,0,1," 1,547 "," 1,320 ",1940,1,A5, 10,4/12/16
3,BATH BEACH,01  ONE FAMILY DWELLINGS,1,6466,85,,A5,248 BAY 23RD   STREET,,11214,1,0,1," 5,940 "," 1,320 ",1945,1,A5," 920,000 ",3/8/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6357,51,,B1,38 BAY 7TH   STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1," 1,113,750 ",2/24/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6357,62,,B1,70 BAY 7TH STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1," 750,000 ",10/22/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6358,2,,B1,81 BAY 7TH STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1, -,4/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6358,17,,B1,37 BAY 7 STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1," 970,000 ",11/5/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6358,24,,B1,17 BAY 7TH   STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1, -,6/22/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6358,32,,S2,1444 86TH   STREET,,11228,2,1,3," 1,534 "," 2,496 ",1931,1,S2," 100,000 ",3/17/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6358,48,,B1,44 BAY 8TH   STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1, -,11/17/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6359,29,,B1,13 BAY 8TH STREET,,11228,2,0,2," 2,320 "," 3,160 ",1930,1,B1, -,3/4/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6359,29,,B1,13 BAY 8TH ST,,11228,2,0,2," 2,320 "," 3,160 ",1930,1,B1, 10,12/28/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6360,26,,B1,8633 15TH AVENUE,,11228,2,0,2," 2,312 "," 2,160 ",1930,1,B1," 999,000 ",9/1/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6360,39,,S2,1508 86TH   STREET,,11228,2,1,3," 1,917 "," 2,496 ",1931,1,S2," 1,150,000 ",7/12/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6360,57,,B3,34 BAY 10TH   STREET,,11228,2,0,2," 1,547 "," 1,428 ",1930,1,B3," 850,000 ",2/23/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6360,59,,B3,40 BAY 10TH   STREET,,11228,2,0,2," 1,547 "," 1,428 ",1930,1,B3," 720,000 ",3/21/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6361,25,,B3,37 BAY 10TH STREET,,11228,2,0,2," 2,103 "," 1,622 ",1930,1,B3," 868,600 ",6/6/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6361,59,,B1,44 BAY 11TH   STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1, 1,1/16/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6361,61,,B1,50 BAY 11TH   STREET,,11228,2,0,2," 2,320 "," 2,160 ",1930,1,B1," 480,000 ",6/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6363,19,,B3,8653 16TH AVENUE,,11214,2,0,2," 2,058 "," 1,492 ",1930,1,B3," 769,000 ",12/28/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6364,23,,B1,43 BAY 13TH STREET,,11214,2,0,2," 2,167 "," 1,920 ",1899,1,B1," 880,000 ",3/18/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6364,52,,B1,18 BAY 14TH   STREET,,11214,2,0,2," 3,033 "," 2,480 ",1930,1,B1," 1,120,075 ",1/12/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6364,59,,B9,38 BAY 14TH STREET,,11214,2,0,2," 2,140 "," 1,401 ",1960,1,B9," 825,000 ",2/24/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6364,64,,B1,48 BAY 14TH STREET,,11214,2,0,2," 2,160 "," 3,072 ",1901,1,B1," 800,000 ",9/22/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6367,29,,B9,8633 BAY 16TH,,11214,2,0,2," 2,803 "," 3,060 ",1960,1,B9, -,1/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6367,29,,B9,8633 BAY 16TH STREET,,11214,2,0,2," 2,803 "," 3,060 ",1960,1,B9, -,12/11/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6367,74,,B2,64 BAY 17TH STREET,,11214,2,0,2," 4,833 "," 2,613 ",1899,1,B2," 1,480,000 ",1/28/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6367,76,,B2,70 BAY 17TH   STREET,,11214,2,0,2," 4,833 "," 2,244 ",1910,1,B2," 714,750 ",7/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6368,1,,B2,75 BAY 17TH STREET,,11214,2,0,2," 6,863 "," 2,868 ",1915,1,B2," 1,900,000 ",6/8/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6370,17,,B2,87 BAY 19TH   STREET,,11214,2,0,2," 4,535 "," 1,944 ",1935,1,B2, -,8/30/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6370,64,,B2,24 BAY 20TH   STREET,,11214,2,0,2," 2,417 "," 1,584 ",1930,1,B2," 842,088 ",3/2/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6370,67,,B1,32 BAY 20TH STREET,,11214,2,0,2," 3,867 "," 1,961 ",1930,1,B1, -,6/30/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6370,67,,B1,32 BAY 20TH STREET,,11214,2,0,2," 3,867 "," 1,961 ",1930,1,B1, -,6/30/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6374,84,,B2,8674 20TH   AVENUE,,11214,2,0,2," 3,223 "," 2,660 ",1930,1,B2, -,7/27/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6376,58,,B3,36 BAY 26TH STREET,,11214,2,0,2," 2,900 "," 2,374 ",1930,1,B3, -,5/9/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6380,18,,B3,55 BAY 29TH ST.,,11214,2,0,2," 5,800 "," 3,679 ",1930,1,B3," 1,580,000 ",11/13/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6391,9,,B1,8765 14TH AVENUE,,11228,2,0,2," 1,701 "," 2,025 ",1950,1,B1, -,1/21/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6392,53,,B1,112 BAY 8TH STREET,,11228,2,0,2," 2,248 "," 2,160 ",1930,1,B1, -,12/2/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6393,40,,S2,85 BAY 8TH   STREET,,11228,2,1,3," 1,933 "," 3,740 ",1940,1,S2, -,12/7/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6394,12,,B1,8755 15TH   AVENUE,,11228,2,0,2," 1,933 "," 2,377 ",1940,1,B1, -,4/12/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6394,33,,B1,8699 15TH AVENUE,,11228,2,0,2," 2,336 "," 2,160 ",1940,1,B1, -,4/20/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6395,32,,B3,107 BAY 10TH STREET,,11228,2,0,2," 1,933 "," 1,496 ",1925,1,B3, -,3/14/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6395,37,,B3,95 BAY 10TH STREET,,11228,2,0,2," 3,253 "," 2,660 ",1925,1,B3," 1,400,000 ",9/14/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6395,46,,B1,94 BAY 11TH,,11228,2,0,2," 2,171 "," 1,920 ",1935,1,B1, -,7/2/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6395,62,,B9,132 BAY 11TH STREET,,11228,2,0,2," 1,925 "," 2,018 ",1955,1,B9," 988,000 ",6/22/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6396,37,,B1,1550 BENSON AVENUE,,11228,2,0,2," 1,800 "," 2,268 ",1930,1,B1, -,8/31/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6396,38,,B1,1552 BENSON AVE,,11228,2,0,2," 1,800 "," 2,268 ",1930,1,B1, -,7/25/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6396,41,,B1,1558 BENSON AVE,,11228,2,0,2," 1,800 "," 3,480 ",1925,1,B1, -,3/19/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6396,161,,B9,8730 16TH   AVENUE,,11214,2,0,2," 1,933 "," 2,160 ",1960,1,B9, -,10/20/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6399,9,,S2,1649 BATH AVENUE,,11214,2,1,3," 1,283 "," 2,520 ",1930,1,S2, -,10/26/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6399,20,,B2,133 BAY 14TH,,11214,2,0,2," 2,708 "," 2,108 ",1925,1,B2," 893,000 ",5/31/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6400,1,,S2,1723 BATH AVENUE,,11214,2,1,3," 1,500 "," 3,720 ",1925,1,S2, -,4/4/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6400,2,,S2,1721 BATH AVENUE,,11214,2,1,3," 2,025 "," 4,400 ",1925,1,S2, -,12/11/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6400,69,,B3,8696 BAY 16TH STREET,,11214,2,0,2," 2,707 "," 2,456 ",1905,1,B3, -,4/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6401,33,,B9,44 RUTHERFORD PLACE,,11214,2,0,2," 1,558 "," 2,365 ",1965,1,B9," 995,000 ",9/22/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6402,26,,B3,111 BAY 17TH STREET,,11214,2,0,2," 1,659 ", 850,1910,1,B3," 680,000 ",3/1/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6405,19,,B1,123 BAY 20TH   STREET,,11214,2,0,2," 1,806 "," 2,088 ",1920,1,B1," 900,000 ",6/13/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6410,22,,B3,119 BAY 25TH STREET,,11214,2,0,2," 2,900 "," 1,776 ",1920,1,B3, -,5/28/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6410,30,,B3,103 BAY 25TH   STREET,,11214,2,0,2," 2,900 "," 2,080 ",1925,1,B3," 1,120,000 ",4/8/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6412,44,,B3,90 BAY 28TH   STREET,,11214,2,0,2," 3,867 "," 2,264 ",1925,1,B3, -,8/12/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6414,29,,B3,111 BAY 29TH   STREET,,11214,2,0,2," 3,383 "," 2,464 ",1910,1,B3," 1,150,000 ",4/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6424,12,,B9,8837 14TH AVENUE,,11228,2,0,2," 2,078 "," 1,802 ",1935,1,B9," 810,000 ",10/30/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6424,22,,B9,8815 14TH AVENUE,,11228,2,0,2," 2,070 "," 1,802 ",1935,1,B9," 938,000 ",9/9/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6424,45,,B1,1424 BATH AVENUE,,11228,2,0,2," 2,128 "," 2,709 ",1950,1,B1," 1,150,000 ",10/16/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6424,54,,B2,190 BAY 7TH,,11228,2,0,2," 1,933 "," 2,048 ",1935,1,B2," 999,000 ",9/19/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6424,57,,B2,196 BAY 7TH   STREET,,11228,2,0,2," 1,933 "," 2,048 ",1935,1,B2," 833,000 ",12/9/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6424,66,,B3,220 BAY 7TH STREET,,11228,2,0,2," 2,127 "," 1,722 ",1935,1,B3, -,5/11/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6425,25,,B9,207 BAY 7TH STREET,,11228,2,0,2," 1,933 "," 2,267 ",1935,1,B9," 1,090,000 ",7/11/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6426,27,,B3,201 BAY 8TH STREET,,11228,2,0,2," 1,933 "," 2,354 ",1945,1,B3," 1,100,000 ",6/28/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6428,22,,B2,215 BAY 10TH   STREET,,11228,2,0,2," 7,733 "," 3,713 ",1920,1,B2, -,5/16/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6428,22,,B2,215 BAY 10TH STREET,,11228,2,0,2," 7,733 "," 3,713 ",1920,1,B2, -,3/30/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6429,6,,B3,243 BAY 11TH STREET,,11228,2,0,2," 1,534 "," 1,456 ",1935,1,B3, -,6/10/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6429,69,,B1,8836 16TH   AVENUE,,11214,2,0,2," 1,867 "," 2,260 ",1960,1,B1, -,6/8/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6430,17,,B9,8817 16TH AVENUE,,11214,2,0,2," 2,060 "," 2,620 ",1950,1,B9," 775,000 ",2/12/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6430,54,,B2,202 BAY 13TH   STREET,,11214,2,0,2," 11,803 "," 4,067 ",1910,1,B2, -,5/3/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6432,3,,B1,1669 CROPSEY AVENUE,,11214,2,0,2," 2,881 "," 2,320 ",1930,1,B1, -,10/1/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6432,59,,B2,8844 17TH AVENUE,,11214,2,0,2," 5,633 "," 2,074 ",1920,1,B2," 100,000 ",10/1/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6433,25,,B3,8799 17TH   AVENUE,,11214,2,0,2," 1,837 "," 1,470 ",1920,1,B3," 340,000 ",6/19/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6434,2,,B3,1749 CROPSEY AVENUE,,11214,2,0,2," 1,524 "," 1,740 ",1930,1,B3," 550,000 ",8/24/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6434,2,,B3,1749 CROPSEY AVENUE,,11214,2,0,2," 1,524 "," 1,740 ",1930,1,B3," 499,950 ",6/13/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6434,13,,B3,8819 BAY 16TH   STREET,,11214,2,0,2," 1,643 "," 1,464 ",1930,1,B3," 625,000 ",12/30/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6437,37,,S2,1840 BATH AVENUE,,11214,2,1,3," 1,353 "," 3,200 ",1920,1,S2," 1,460,000 ",8/24/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6437,137,,S2,1842 BATH AVENUE,,11214,2,1,3," 1,359 "," 2,944 ",1920,1,S2, -,8/24/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6438,45,,B9,8790 19TH AVENUE,,11214,2,0,2," 1,937 "," 2,620 ",1965,1,B9," 950,000 ",12/2/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6444,30,,B1,167 BAY 26TH STREET,,11214,2,0,2," 1,837 "," 1,995 ",1901,1,B1, -,10/30/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6447,12,,B1,211 BAY 29TH STREET,,11214,2,0,2," 1,933 "," 1,976 ",1945,1,B1, -,5/13/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6460,81,,B1,331 BAY 10TH STREET,,11228,2,0,2," 2,707 "," 1,729 ",1955,1,B1," 840,000 ",1/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6460,91,,B1,307 BAY 10TH STREET,,11228,2,0,2," 1,933 "," 1,860 ",1955,1,B1, -,12/21/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6460,147,,B1,310 BAY 11TH STREET,,11228,2,0,2," 1,885 "," 1,729 ",1955,1,B1, -,10/28/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6460,167,,B1,321 BAY 11TH   STREET,,11228,2,0,2," 2,301 "," 2,128 ",1950,1,B1," 930,000 ",3/18/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6461,51,,B9,8872 17TH AVENUE,,11214,2,0,2," 2,620 "," 1,914 ",1955,1,B9, -,4/29/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6461,103,,B3,255 BAY 14 STREET,,11214,2,0,2," 1,827 "," 1,152 ",1930,1,B3, -,2/1/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6461,189,,B9,8871 16TH AVENUE,,11214,2,0,2," 2,135 "," 1,188 ",1940,1,B9, -,7/22/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6461,251,,B3,288 BAY 13TH   STREET,,11214,2,0,2," 1,649 ", 928,1945,1,B3," 676,000 ",6/9/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6462,8,,B9,8859 17TH   AVENUE,,11214,2,0,2," 1,920 "," 2,280 ",1960,1,B9," 980,000 ",11/30/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6462,28,,B9,8850 BAY 16TH STREET,,11214,2,0,2," 2,328 "," 2,280 ",1960,1,B9," 980,000 ",12/22/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6462,31,,B9,8858 BAY 16TH   STREET,,11214,2,0,2," 1,937 "," 2,280 ",1960,1,B9," 900,000 ",2/23/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6463,61,,B1,8856 18TH   AVENUE,,11214,2,0,2," 1,758 "," 1,320 ",1950,1,B1," 800,000 ",11/12/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6463,68,,B1,8874 18TH   AVENUE,,11214,2,0,2," 1,688 "," 1,320 ",1950,1,B1," 845,000 ",3/14/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6463,119,,B1,8867 18TH   AVENUE,,11214,2,0,2," 1,802 "," 1,320 ",1950,1,B1," 850,000 ",12/22/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6463,132,,B1,8839 18TH AVENUE,,11214,2,0,2," 1,690 "," 1,320 ",1950,1,B1," 150,000 ",10/19/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6463,132,,B1,8839 18TH AVENUE,,11214,2,0,2," 1,690 "," 1,320 ",1950,1,B1, -,10/19/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6464,166,,B3,8888 19TH AVENUE,,11214,2,0,2," 1,547 "," 1,584 ",1940,1,B3," 788,000 ",3/23/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6465,25,,B9,1936 20TH DRIVE,,11214,2,0,2," 2,002 "," 1,652 ",1940,1,B9," 920,000 ",5/25/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6465,25,,B9,1936 20TH   DRIVE,,11214,2,0,2," 2,002 "," 1,652 ",1940,1,B9," 700,000 ",11/18/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6465,29,,B9,1948 20TH   DRIVE,,11214,2,0,2," 2,090 "," 1,652 ",1940,1,B9," 863,000 ",3/28/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6465,49,,B1,1951 19TH LANE,,11214,2,0,2," 2,310 "," 1,944 ",1940,1,B1, -,10/17/15
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6465,60,,B1,1929 19TH   LANE,,11214,2,0,2," 1,638 "," 1,584 ",1940,1,B1, -,3/4/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6465,82,,B1,8869 19TH AVENUE,,11214,2,0,2," 1,547 "," 1,584 ",1940,1,B1, 10,3/16/16
