BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE,SALE DATE
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8763,1102,,R1,1132 BLAKE COURT,1B,11235,1,0,1, -, -,2005,2,R1," 470,000 ",6/2/16
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1007,,R1,3425 GUIDER AVE,3A,11235,1,0,1, -, -,2002,2,R1, -,12/22/15
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1009,,R1,3425 GUIDER AVENUE,5A,11235,1,0,1, -, -,2002,2,R1," 600,000 ",12/11/15
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1302,,R1,3429 GUIDER AVE,301,11235,1,0,1, -, -,0,2,R1, -,3/17/16
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1602,,R1,3423 GUIDER AVENUE,1,11235,1,0,1, -, -,2014,2,R1," 712,775 ",4/12/16
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1603,,R1,3423 GUIDER AVENUE,2,11235,1,0,1, -, -,2014,2,R1," 692,410 ",6/1/16
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1604,,R1,3423 GUIDER AVENUE,3,11235,1,0,1, -, -,2014,2,R1," 666,953 ",4/19/16
3,SHEEPSHEAD BAY,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8810,1605,,R1,3423 GUIDER AVENUE,4,11235,1,0,1, -, -,2014,2,R1," 592,621 ",4/21/16
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,4,8786,1207,,RP,2752 EAST 27TH   STREET,P1,11235,0,0,1, -, -,2015,2,R8, -,10/7/15
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,8810,1001,,R8,3425 GUIDER AVENUE,P1,11235,0,1,1, -, -,0,2,R8, -,12/11/15
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,8810,1601,,R8,3423 GUIDER AVENUE,COMM.,11235,0,1,1, -, -,2014,2,R8," 576,940 ",4/21/16
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,8810,1608,,R8,3423 GUIDER AVENUE,PS2,11235,0,1,1, -, -,2014,2,R8, -,4/12/16
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,8810,1609,,R8,3423 GUIDER AVENUE,PS3,11235,0,1,1, -, -,2014,2,R8, -,4/19/16
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,8810,1610,,R8,3423 GUIDER AVENUE,PS4,11235,0,1,1, -, -,2014,2,R8, -,6/1/16
3,SHEEPSHEAD BAY,16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,8810,1611,,R8,3423 GUIDER AVENUE,PS5,11235,0,1,1, -, -,2014,2,R8, -,4/21/16
3,SHEEPSHEAD BAY,21  OFFICE BUILDINGS,4,7433,171,,O8,2513 EAST 12 STREET,,11235,1,1,2," 3,600 "," 2,322 ",1920,4,O8," 927,500 ",9/1/16
3,SHEEPSHEAD BAY,21  OFFICE BUILDINGS,4,7438,49,,O7,2571 EAST 17TH   STREET,,11235,0,2,2," 3,875 "," 16,000 ",2004,4,O7," 3,400,000 ",2/18/16
3,SHEEPSHEAD BAY,21  OFFICE BUILDINGS,4,7438,49,,O7,2571 EAST 17TH   STREET,,11235,0,2,2," 3,875 "," 16,000 ",2004,4,O7, -,2/18/16
3,SHEEPSHEAD BAY,21  OFFICE BUILDINGS,4,8790,59,,O1,2701 EMMONS AVENUE,,11235,0,1,1," 24,665 "," 41,000 ",1984,4,O1," 12,000,000 ",9/20/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7356,1,,K1,2302 AVENUE U,,11229,0,2,2," 8,000 "," 5,760 ",1948,4,K1, -,2/4/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7362,21,,K2,3480 NOSTRAND AVENUE,,11229,0,1,1," 6,300 "," 3,420 ",1956,4,K2," 1,600,000 ",2/29/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7362,24,,K5,3482-3492 NOSTRAND AVENUE,,11229,0,1,1," 10,500 "," 3,814 ",1966,4,K5, -,6/28/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7362,24,,K5,3482-3492 NOSTRAND AVE,,11229,0,1,1," 10,500 "," 3,814 ",1966,4,K5," 3,800,000 ",4/4/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7377,54,,K1,1602 GRAVESEND NECK ROAD,,11229,0,3,3," 7,016 "," 5,170 ",1956,4,K1," 1,875,000 ",10/29/15
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7405,1,,K1,2729 OCEAN AVENUE,,11229,0,2,2," 11,000 "," 8,000 ",1946,4,K1, -,10/7/15
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7411,1,,K2,1002 AVENUE X,,11235,0,1,1," 1,217 "," 2,400 ",1927,4,K2," 700,000 ",11/30/15
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7422,1302,,K1,2206 AVENUE X,,11235,0,1,1," 1,600 "," 1,120 ",1925,4,K1, -,11/24/15
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7459,36,,K4,1658 SHEEPSHEAD BAY ROAD,,11235,2,4,6," 4,000 "," 7,840 ",1927,4,K4, -,10/26/15
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7459,102,,K4,1600 SHEEPSHEAD BAY ROAD,,11235,1,10,11," 13,335 "," 11,654 ",1927,4,K4, -,7/12/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,7460,14,,K1,1501C SHEEPSHEAD BAY ROAD,,11235,0,1,1," 2,678 ", 512,1927,4,K1," 2,000,000 ",6/28/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,8770,36,,K1,1730 SHEEPSHEAD BAY ROAD,,11235,0,3,3," 6,080 "," 6,080 ",1927,4,K1," 4,900,000 ",6/8/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,8770,40,,K2,1738 SHEEPSHEAD BAY ROAD,,11235,0,2,2, 582," 1,164 ",1927,4,K2, -,6/8/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,8800,66,,K1,3081 EMMONS AVENUE,,11235,0,1,1," 5,497 "," 5,497 ",1927,4,K1," 1,000,000 ",1/13/16
3,SHEEPSHEAD BAY,22  STORE BUILDINGS,4,8800,66,,K1,3081 EMMONS AVENUE,,11235,0,1,1," 5,497 "," 5,497 ",1927,4,K1, -,1/13/16
3,SHEEPSHEAD BAY,28  COMMERCIAL CONDOS,,7458,1102,,,2640 EAST 14TH STREET,,11235,0,0,0, -, -,0,4,R5," 582,091 ",9/20/16
3,SHEEPSHEAD BAY,29  COMMERCIAL GARAGES,4,7429,36,,G4,2472 KNAPP STREET,,11235,0,1,1," 8,000 "," 2,250 ",1969,4,G4," 952,981 ",3/30/16
3,SHEEPSHEAD BAY,29  COMMERCIAL GARAGES,4,7441,371,,G2,2102 AVENUE Z,,11235,0,2,2," 8,000 "," 1,440 ",1930,4,G2," 850,000 ",5/26/16
3,SHEEPSHEAD BAY,29  COMMERCIAL GARAGES,4,8811,4,,G4,3031 CONEY ISLAND AVENUE,,11235,0,1,1," 16,600 "," 1,200 ",1993,4,G4," 1,816,661 ",12/29/15
3,SHEEPSHEAD BAY,29  COMMERCIAL GARAGES,4,8842,280,,G1,2824 PLUMB 3RD   STREET,,11235,0,1,1," 60,550 "," 150,000 ",2000,4,G1, -,3/10/16
3,SHEEPSHEAD BAY,30  WAREHOUSES,4,8815,550,,E9,3001 BRAGG STREET,,11235,0,1,1," 10,957 "," 1,672 ",1928,4,E9, -,2/29/16
3,SHEEPSHEAD BAY,31  COMMERCIAL VACANT LAND,4,7386,146,,K4,AVENUE W,,11229,0,2,2," 2,900 "," 4,400 ",2015,4,V1, -,12/10/15
3,SHEEPSHEAD BAY,31  COMMERCIAL VACANT LAND,4,7459,67,,V1,1501 VOORHIES AVENUE,,11235,0,0,0," 74,000 ", -,0,4,V1, -,7/12/16
3,SHEEPSHEAD BAY,31  COMMERCIAL VACANT LAND,4,8815,580,,V1,N/A EMMONS AVENUE,,11235,0,0,0, 627, -,0,4,V1, -,2/29/16
3,SHEEPSHEAD BAY,31  COMMERCIAL VACANT LAND,4,8835,26,,V1,PLUMB 1ST   STREET,,0,0,0,0," 3,353 ", -,0,4,V1," 250,000 ",5/11/16
3,SHEEPSHEAD BAY,31  COMMERCIAL VACANT LAND,4,8835,120,,V1,N/A PLUMB 1ST   STREET,,0,0,0,0," 3,210 ", -,0,4,V1, -,5/11/16
3,SHEEPSHEAD BAY,31  COMMERCIAL VACANT LAND,4,8840,225,,V1,3937 SHORE PARKWAY,,11235,0,0,0," 2,417 ", -,0,4,V1, -,3/10/16
3,SHEEPSHEAD BAY,33  EDUCATIONAL FACILITIES,4,7430,7,,W8,1018 AVENUE Y,,11235,0,1,1," 5,466 "," 11,844 ",2008,4,W8," 4,600,000 ",10/27/15
3,SHEEPSHEAD BAY,34  THEATRES,4,8840,103,,J8,3939 SHORE PARKWAY,,11235,0,1,1," 95,761 "," 249,998 ",1987,4,J8, -,3/10/16
3,SHEEPSHEAD BAY,39  TRANSPORTATION FACILITIES,4,8815,575,,T2,N/A BRIGHAM STREET,,11235,0,0,0," 11,410 ", -,0,4,T2, -,2/29/16
3,SHEEPSHEAD BAY,43  CONDO OFFICE BUILDINGS,4,7440,1101,,RB,2962 OCEAN AVENUE,1,11235,0,0,1, -, -,0,4,RB," 340,000 ",7/21/16
3,SHEEPSHEAD BAY,43  CONDO OFFICE BUILDINGS,4,7455,1203,,RB,1122-24 AVENUE Z,M1,11235,0,0,1, -, -,0,4,RB, -,10/20/15
3,SHEEPSHEAD BAY,43  CONDO OFFICE BUILDINGS,4,7455,1204,,RB,1122 AVENUE Z,M2,11235,0,0,1, -, -,0,4,RB, -,10/20/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7399,1216,,RP,1411 AVENUE X,P7,11235,0,0,1, -, -,2006,4,RP, -,1/22/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7404,1108,,RG,2736 OCEAN AVENUE,P8,11229,0,0,1, -, -,0,4,RG, -,12/21/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7405,1007,,RG,2781A OCEAN AVENUE,P6,11229,0,0,1, -, -,0,4,RG, -,6/28/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7405,1015,,RG,2781A OCEAN AVENUE,P14,11229,0,0,1, -, -,0,4,RG, -,2/11/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1004,,RP,2436 EAST 11TH   STREET,P1,11235,0,0,1, -, -,2015,4,RP, -,6/24/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1005,,RP,2436 EAST 11TH   STREET,P2,11235,0,0,1, -, -,2015,4,RP, -,7/29/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1006,,RP,2436 EAST 11TH   STREET,P3,11235,0,0,1, -, -,2015,4,RP, -,7/22/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1012,,RP,2438 EAST 11TH   STREET,P4,11235,0,0,1, -, -,2015,4,RP, -,7/13/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1013,,RP,2438 EAST 11TH   STREET,P5,11235,0,0,1, -, -,2015,4,RP, -,7/25/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1018,,RP,2440 EAST 11TH   STREET,P6,11235,0,0,1, -, -,2015,4,RP, -,6/24/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7411,1019,,RP,2440 EAST 11TH   STREET,P7,11235,0,0,1, -, -,2015,4,RP, -,6/24/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7437,1103,,RP,2570 EAST 17TH   STREET,P3,11235,0,0,1, -, -,0,4,RP, -,4/1/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7437,1106,,RP,2570 EAST 17TH   STREET,P6,11235,0,0,1, -, -,0,4,RP, -,7/7/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7437,1109,,RP,2570 EAST 17TH   STREET,P9,11235,0,0,1, -, -,0,4,RP, -,10/1/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7441,1011,,RG,2409 AVENUE Z,PS4,11235,0,0,1, -, -,2010,4,RG, -,3/7/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7441,1011,,RG,2409 AVENUE Z,PS4,11235,0,0,1, -, -,2010,4,RG, -,2/11/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7455,1201,,RP,1122 AVENUE Z,P1,11235,0,0,1, -, -,0,4,RP," 35,000 ",10/20/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7455,1202,,RP,1122 AVENUE Z,P2,11235,0,0,1, -, -,0,4,RP, -,10/20/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7462,1121,,RG,1702 AVENUE Z,P 4,11235,0,0,1, -, -,2007,4,RG, -,8/22/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1242,,RG,3041 OCEAN AVENUE,PS2,11235,0,0,1, -, -,2015,4,RG, -,5/5/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1243,,RG,3041 OCEAN AVENUE,PS3,11235,0,0,1, -, -,2015,4,RG, -,5/5/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1244,,RG,3041 OCEAN AVENUE,PS4,11235,0,0,1, -, -,2015,4,RG, -,9/21/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1245,,RG,3041 OCEAN AVENUE,PS5,11235,0,0,1, -, -,2015,4,RG, -,2/16/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1246,,RG,3041 OCEAN AVENUE,PS6,11235,0,0,1, -, -,2015,4,RG, -,2/16/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1247,,RG,3041 OCEAN AVENUE,PS7,11235,0,0,1, -, -,2015,4,RG, -,2/26/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1248,,RG,3041 OCEAN AVENUE,PS8,11235,0,0,1, -, -,2015,4,RG, -,3/7/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1249,,RG,3041 OCEAN AVENUE,PS9,11235,0,0,1, -, -,2015,4,RG, -,3/17/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1250,,RG,3041 OCEAN AVENUE,PS10,11235,0,0,1, -, -,2015,4,RG, -,5/12/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1251,,RG,3041 OCEAN AVENUE,PS11,11235,0,0,1, -, -,2015,4,RG, -,5/12/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1253,,RG,3041 OCEAN AVENUE,PS13,11235,0,0,1, -, -,2015,4,RG, -,2/16/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1254,,RG,3041 OCEAN AVENUE,PS14,11235,0,0,1, -, -,2015,4,RG, -,2/16/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1255,,RG,3041 OCEAN AVENUE,PS15,11235,0,0,1, -, -,2015,4,RG, -,3/1/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1256,,RG,3041 OCEAN AVENUE,PS16,11235,0,0,1, -, -,2015,4,RG, -,4/20/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1257,,RG,3041 OCEAN AVENUE,PS17,11235,0,0,1, -, -,2015,4,RG, -,2/9/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1258,,RG,3041 OCEAN AVENUE,PS18,11235,0,0,1, -, -,2015,4,RG, -,2/11/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1260,,RG,3041 OCEAN AVENUE,PS20,11235,0,0,1, -, -,2015,4,RG, -,3/24/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1261,,RG,3041 OCEAN AVENUE,PS21,11235,0,0,1, -, -,2015,4,RG, -,2/26/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1262,,RG,3041 OCEAN AVENUE,PS22,11235,0,0,1, -, -,2015,4,RG, -,2/23/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1263,,RG,3041 OCEAN AVENUE,PS23,11235,0,0,1, -, -,2015,4,RG, -,2/23/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1264,,RG,3041 OCEAN AVENUE,PS24,11235,0,0,1, -, -,2015,4,RG, -,2/3/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1265,,RG,3041 OCEAN AVENUE,PS25,11235,0,0,1, -, -,2015,4,RG, -,6/6/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1265,,RG,3041 OCEAN AVENUE,PS25,11235,0,0,1, -, -,2015,4,RG," 20,080 ",2/3/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1266,,RG,3041 OCEAN AVENUE,PS26,11235,0,0,1, -, -,2015,4,RG, -,2/26/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1267,,RG,3041 OCEAN AVENUE,PS27,11235,0,0,1, -, -,2015,4,RG, -,1/28/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1269,,RG,3041 OCEAN AVENUE,PS29,11235,0,0,1, -, -,2015,4,RG," 20,080 ",3/15/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1270,,RG,3041 OCEAN AVENUE,PS30,11235,0,0,1, -, -,2015,4,RG," 20,080 ",3/15/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1271,,RG,3041 OCEAN AVENUE,PS31,11235,0,0,1, -, -,2015,4,RG, -,2/11/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1272,,RG,3041 OCEAN AVENUE,PS32,11235,0,0,1, -, -,2015,4,RG, -,2/11/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1273,,RG,3041 OCEAN AVENUE,PS33,11235,0,0,1, -, -,2015,4,RG, -,9/27/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1273,,RG,3041 OCEAN AVENUE,PS33,11235,0,0,1, -, -,2015,4,RG, -,4/20/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1275,,RG,3041 OCEAN AVENUE,PS35,11235,0,0,1, -, -,2015,4,RG," 20,280 ",2/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1276,,RG,3041 OCEAN AVENUE,PS36,11235,0,0,1, -, -,2015,4,RG, -,1/21/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1277,,RG,3041 OCEAN AVENUE,PS37,11235,0,0,1, -, -,2015,4,RG, -,4/4/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1278,,RG,3041 OCEAN AVENUE,PS38,11235,0,0,1, -, -,2015,4,RG, -,4/4/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1279,,RG,3041 OCEAN AVENUE,PS39,11235,0,0,1, -, -,2015,4,RG, -,1/26/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1280,,RG,3041 OCEAN AVENUE,PS40,11235,0,0,1, -, -,2015,4,RG, -,1/26/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1281,,RG,3041 OCEAN AVENUE,PS41,11235,0,0,1, -, -,2015,4,RG, -,3/29/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1282,,RG,3041 OCEAN AVENUE,PS42,11235,0,0,1, -, -,2015,4,RG, -,2/25/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1283,,RG,3041 OCEAN AVENUE,PS43,11235,0,0,1, -, -,2015,4,RG," 20,080 ",3/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1284,,RG,3041 OCEAN AVENUE,PS44,11235,0,0,1, -, -,2015,4,RG," 20,080 ",3/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1285,,RG,3041 OCEAN AVENUE,PS45,11235,0,0,1, -, -,2015,4,RG, -,4/19/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1286,,RG,3041 OCEAN AVENUE,PS46,11235,0,0,1, -, -,2015,4,RG, -,4/4/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1287,,RG,3041 OCEAN AVENUE,PS47,11235,0,0,1, -, -,2015,4,RG, -,4/4/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1288,,RG,3041 OCEAN AVENUE,PS48,11235,0,0,1, -, -,2015,4,RG, -,5/5/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1289,,RG,3041 OCEAN AVENUE,PS49,11235,0,0,1, -, -,2015,4,RG, -,3/8/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1290,,RG,3041 OCEAN AVENUE,PS50,11235,0,0,1, -, -,2015,4,RG, -,3/8/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1291,,RG,3041 OCEAN AVENUE,PS51,11235,0,0,1, -, -,2015,4,RG, -,1/13/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,7465,1292,,RG,3041 OCEAN AVENUE,PS52,11235,0,0,1, -, -,2015,4,RG, -,9/15/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8772,1208,,RG,1711 SHEEPSHEAD BAY ROAD,P8,11235,0,0,1, -, -,0,4,RG, -,4/15/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8782,1123,,RG,3567 SHORE PARKWAY,P6,11235,0,0,1, -, -,2005,4,RG, -,5/23/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1010,,RP,2747 EAST 26TH   STREET,PS3,11235,0,0,1, -, -,2011,4,RP, -,7/7/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1107,,RP,2743 EAST 26TH   STREET,PS1,11235,0,0,1, -, -,2013,4,RP, -,3/14/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1108,,RP,2743 EAST 26TH   STREET,PS2,11235,0,0,1, -, -,2013,4,RP, -,3/30/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1109,,RP,2743 EAST 26TH   STREET,PS3,11235,0,0,1, -, -,2013,4,RP, -,3/8/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1110,,RP,2743 EAST 26TH   STREET,PS4,11235,0,0,1, -, -,2013,4,RP, -,5/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1111,,RP,2743 EAST 26TH   STREET,PS5,11235,0,0,1, -, -,2013,4,RP, -,1/27/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1112,,RP,2743 EAST 26TH   STREET,PS6,11235,0,0,1, -, -,2013,4,RP, -,5/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1209,,RP,2752 EAST 27TH   STREET,P3,11235,0,0,1, -, -,2015,4,RP, -,12/21/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8786,1210,,RP,2752 EAST 27TH   STREET,P4,11235,0,0,1, -, -,2015,4,RP, -,2/16/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8793,1101,,RG,4078 NOSTRAND AVENUE,P1,11235,0,0,1, -, -,2005,4,RG, -,7/26/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8793,1110,,RG,4078 NOSTRAND AVENUE,P10,11235,0,0,1, -, -,2005,4,RG, -,8/16/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8801,1109,,RP,2833 BATCHELDER STREET,P3,11235,0,0,1, -, -,2003,4,RP, -,5/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8804,1509,,RP,2833 FORD STREET,P2,11235,0,0,1, -, -,2007,4,RP, -,2/29/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8804,1512,,RP,2833 FORD STREET,P5,11235,0,0,1, -, -,2007,4,RP, -,12/1/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8805,1019,,RG,3165 EMMONS AVENUE,P19,11235,0,0,1, -, -,0,4,RG, -,11/18/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8805,1036,,RG,3165 EMMONS AVENUE,P36,11235,0,0,1, -, -,0,4,RG," 12,550 ",7/18/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8805,1039,,RG,3165 EMMONS AVENUE,P39,11235,0,0,1, -, -,0,4,RG," 25,350 ",12/7/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8805,1044,,RG,3165 EMMONS AVENUE,P44,11235,0,0,1, -, -,0,4,RG," 18,072 ",3/7/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8805,1049,,RG,3165 EMMONS AVENUE,P49,11235,0,0,1, -, -,0,4,RG, -,2/11/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8810,1103,,RG,3415 GUIDER AVENUE,G3,11235,0,0,1, -, -,0,4,RG, -,11/16/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8810,1115,,RG,3415 GUIDER AVENUE,P9,11235,0,0,1, -, -,0,4,RG, -,8/30/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8810,1205,,RP,3411 GUIDER AVENUE,P4,11235,0,0,1, -, -,2004,4,RP, -,8/3/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8810,1520,,RP,3435 GUIDER AVENUE,P10,11235,0,0,1, -, -,2013,4,RP, -,3/10/16
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8812,1006,,RG,2801 EAST 11TH   STREET,P6,11235,0,0,1, -, -,2005,4,RG, -,10/23/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8812,1007,,RG,2801 EAST 11 STREET,P7,11235,0,0,1, -, -,2005,4,RG, -,12/21/15
3,SHEEPSHEAD BAY,44  CONDO PARKING,4,8815,1089,,RG,3144 EMMONS AVENUE,14,11235,0,0,1, -, -,2007,4,RG, -,8/8/16
3,SHEEPSHEAD BAY,47  CONDO NON-BUSINESS STORAGE,4,7437,1112,,RS,2570 EAST 17TH   STREET,S-3,11235,0,0,1, -, -,0,4,RS, -,4/1/16
3,SHEEPSHEAD BAY,47  CONDO NON-BUSINESS STORAGE,4,7437,1115,,RS,2570 EAST 17TH   STREET,S-6,11235,0,0,1, -, -,0,4,RS, -,7/7/16
3,SHEEPSHEAD BAY,47  CONDO NON-BUSINESS STORAGE,4,7437,1116,,RS,2570 EAST 17TH   STREET,S-7,11235,0,0,1, -, -,0,4,RS, -,5/17/16
